,City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct,Closer_City
119,"Pearland, TX",-95.3215,29.5585,"Anaheim, CA",-117.8572,33.839,"St. Cloud, FL",-81.2829,28.2294,Is Pearland TX closer to Anaheim CA or St. Cloud FL?,"Anaheim, CA",False,"St. Cloud, FL"
120,"Aurora, CO",-104.7273,39.7087,"Casper, WY",-106.3207,42.842,"Columbus, GA",-84.8771,32.51,Is Aurora CO closer to Casper WY or Columbus GA?,"Columbus, GA",False,"Casper, WY"
121,"Yakima, WA",-120.5496,46.5923,"Brunswick, GA",-81.474,31.145,"Nampa, ID",-116.5631,43.5845,Is Yakima WA closer to Brunswick GA or Nampa ID?,"Nampa, ID",True,"Nampa, ID"
122,"Thornton, CO",-104.9438,39.9197,"Temecula, CA",-117.1315,33.4928,"Pueblo, CO",-104.6112,38.2705,Is Thornton CO closer to Temecula CA or Pueblo CO?,"Pueblo, CO",True,"Pueblo, CO"
123,"Bloomington, MN",-93.3151,44.8306,"Tacoma, WA",-122.4531,47.2431,"West Bend, WI",-88.1824,43.4184,Is Bloomington MN closer to Tacoma WA or West Bend WI?,"Tacoma, WA",False,"West Bend, WI"
124,"Brownsville, TX",-97.4565,25.998,"Abilene, TX",-99.7384,32.4543,"West Covina, CA",-117.9112,34.0555,Is Brownsville TX closer to Abilene TX or West Covina CA?,"West Covina, CA",False,"Abilene, TX"
125,"Tallahassee, FL",-84.2526,30.4551,"Carrollton, TX",-96.8999,32.989,"Shawnee, KS",-94.8076,39.0158,Is Tallahassee FL closer to Carrollton TX or Shawnee KS?,"Carrollton, TX",True,"Carrollton, TX"
126,"Morristown, TN",-83.3006,36.2046,"Plantation, FL",-80.2617,26.126,"Kissimmee, FL",-81.4164,28.3042,Is Morristown TN closer to Plantation FL or Kissimmee FL?,"Plantation, FL",False,"Kissimmee, FL"
127,"Montgomery, AL",-86.2666,32.3473,"Silver Spring, MD",-77.0207,39.0028,"San Rafael, CA",-122.5222,37.9905,Is Montgomery AL closer to Silver Spring MD or San Rafael CA?,"Silver Spring, MD",True,"Silver Spring, MD"
128,"Davenport, IA",-90.6052,41.5563,"Springfield, OH",-83.7957,39.9297,"Beaumont, CA",-116.9766,33.9076,Is Davenport IA closer to Springfield OH or Beaumont CA?,"Springfield, OH",True,"Springfield, OH"
129,"Murfreesboro, TN",-86.4119,35.8492,"Round Rock, TX",-97.666,30.5254,"Lakewood, CO",-105.1168,39.6977,Is Murfreesboro TN closer to Round Rock TX or Lakewood CO?,"Round Rock, TX",True,"Round Rock, TX"
130,"Waldorf, MD",-76.9195,38.6085,"St. Cloud, FL",-81.2829,28.2294,"Forney, TX",-96.4529,32.744,Is Waldorf MD closer to St. Cloud FL or Forney TX?,"St. Cloud, FL",True,"St. Cloud, FL"
131,"Davie, FL",-80.287,26.0789,"Sioux City, IA",-96.3901,42.4959,"Benton Harbor, MI",-86.4488,42.1159,Is Davie FL closer to Sioux City IA or Benton Harbor MI?,"Sioux City, IA",False,"Benton Harbor, MI"
132,"Dundalk, MD",-76.4942,39.2703,"Oshkosh, WI",-88.5619,44.0228,"Plano, TX",-96.7487,33.0502,Is Dundalk MD closer to Oshkosh WI or Plano TX?,"Plano, TX",False,"Oshkosh, WI"
133,"Tucson, AZ",-110.8782,32.1545,"Lowell, MA",-71.3217,42.6389,"Brunswick, GA",-81.474,31.145,Is Tucson AZ closer to Lowell MA or Brunswick GA?,"Lowell, MA",False,"Brunswick, GA"
134,"Broomfield, CO",-105.0527,39.9541,"Levittown, PA",-74.853,40.1537,"Troy, MI",-83.1457,42.5818,Is Broomfield CO closer to Levittown PA or Troy MI?,"Levittown, PA",False,"Troy, MI"
135,"Longmont, CO",-105.1005,40.1686,"Arroyo Grande, CA",-120.5845,35.1241,"St. Joseph, MO",-94.821,39.7599,Is Longmont CO closer to Arroyo Grande CA or St. Joseph MO?,"St. Joseph, MO",True,"St. Joseph, MO"
136,"Palm Harbor, FL",-82.7481,28.0847,"Des Plaines, IL",-87.9009,42.0345,"Allen, TX",-96.6735,33.1088,Is Palm Harbor FL closer to Des Plaines IL or Allen TX?,"Des Plaines, IL",False,"Allen, TX"
137,"White Plains, NY",-73.7549,41.022,"Odessa, TX",-102.3406,31.8831,"League City, TX",-95.1087,29.4873,Is White Plains NY closer to Odessa TX or League City TX?,"League City, TX",True,"League City, TX"
138,"Lancaster, CA",-118.1753,34.6935,"Apex, NC",-78.8728,35.7239,"Ankeny, IA",-93.6033,41.7285,Is Lancaster CA closer to Apex NC or Ankeny IA?,"Apex, NC",False,"Ankeny, IA"
139,"Omaha, NE",-96.0522,41.2627,"Norfolk, VA",-76.259,36.8945,"South Hill, WA",-122.2848,47.1203,Is Omaha NE closer to Norfolk VA or South Hill WA?,"Norfolk, VA",True,"Norfolk, VA"
140,"Syracuse, NY",-76.1438,43.0409,"Apex, NC",-78.8728,35.7239,"Portland, OR",-122.65,45.5372,Is Syracuse NY closer to Apex NC or Portland OR?,"Portland, OR",False,"Apex, NC"
141,"Columbia, SC",-80.9037,34.0376,"Concord, NC",-80.6366,35.3933,"Irving, TX",-96.9702,32.8584,Is Columbia SC closer to Concord NC or Irving TX?,"Concord, NC",True,"Concord, NC"
142,"Warren, MI",-83.027,42.4934,"Norwalk, CA",-118.0829,33.9069,"Portsmouth, NH",-70.7826,43.058,Is Warren MI closer to Norwalk CA or Portsmouth NH?,"Portsmouth, NH",True,"Portsmouth, NH"
143,"Davis, CA",-121.7365,38.5552,"Wheeling, WV",-80.6951,40.0752,"Sandy Springs, GA",-84.3703,33.9366,Is Davis CA closer to Wheeling WV or Sandy Springs GA?,"Sandy Springs, GA",True,"Sandy Springs, GA"
144,"Cicero, IL",-87.7593,41.8445,"Paradise, NV",-115.1369,36.0807,"Johnstown, PA",-78.9193,40.3258,Is Cicero IL closer to Paradise NV or Johnstown PA?,"Paradise, NV",False,"Johnstown, PA"
145,"Delray Beach, FL",-80.0905,26.455,"Weymouth, MA",-70.9466,42.1984,"Brooklyn Park, MN",-93.3505,45.1112,Is Delray Beach FL closer to Weymouth MA or Brooklyn Park MN?,"Brooklyn Park, MN",False,"Weymouth, MA"
146,"East Stroudsburg, PA",-75.1779,41.0023,"Eden Prairie, MN",-93.4595,44.8488,"Fresno, CA",-119.7941,36.7831,Is East Stroudsburg PA closer to Eden Prairie MN or Fresno CA?,"Eden Prairie, MN",True,"Eden Prairie, MN"
147,"Fountainebleau, FL",-80.3458,25.7723,"Parma, OH",-81.7286,41.3843,"Jonesboro, AR",-90.6791,35.8212,Is Fountainebleau FL closer to Parma OH or Jonesboro AR?,"Parma, OH",False,"Jonesboro, AR"
148,"Ithaca, NY",-76.5032,42.4442,"Irving, TX",-96.9702,32.8584,"Sacramento, CA",-121.4683,38.5667,Is Ithaca NY closer to Irving TX or Sacramento CA?,"Sacramento, CA",False,"Irving, TX"
149,"Arvada, CO",-105.1511,39.8321,"Pittsfield, MA",-73.2605,42.4517,"Kissimmee, FL",-81.4164,28.3042,Is Arvada CO closer to Pittsfield MA or Kissimmee FL?,"Kissimmee, FL",True,"Kissimmee, FL"
150,"El Paso de Robles, CA",-120.656,35.6394,"Warren, MI",-83.027,42.4934,"Sanford, FL",-81.276,28.7893,Is El Paso de Robles CA closer to Warren MI or Sanford FL?,"El Paso de Robles, CA",False,"Warren, MI"
151,"Apopka, FL",-81.5304,28.7014,"La Crosse, WI",-91.2268,43.824,"Irvine, CA",-117.7738,33.6772,Is Apopka FL closer to La Crosse WI or Irvine CA?,"Irvine, CA",False,"La Crosse, WI"
152,"Johnstown, PA",-78.9193,40.3258,"Racine, WI",-87.8135,42.7274,"The Hammocks, FL",-80.4483,25.67,Is Johnstown PA closer to Racine WI or The Hammocks FL?,"Racine, WI",True,"Racine, WI"
153,"St. Cloud, FL",-81.2829,28.2294,"Cary, NC",-78.8191,35.782,"Port Arthur, TX",-93.9264,29.8554,Is St. Cloud FL closer to Cary NC or Port Arthur TX?,"Cary, NC",True,"Cary, NC"
154,"Miami Gardens, FL",-80.2426,25.9433,"Spring, TX",-95.383,30.0613,"Mansfield, OH",-82.5275,40.7656,Is Miami Gardens FL closer to Spring TX or Mansfield OH?,"Spring, TX",True,"Spring, TX"
155,"Brentwood, NY",-73.2522,40.7839,"Forney, TX",-96.4529,32.744,"Cathedral City, CA",-116.4642,33.8363,Is Brentwood NY closer to Forney TX or Cathedral City CA?,"Forney, TX",True,"Forney, TX"
156,"Columbia, SC",-80.9037,34.0376,"Kenner, LA",-90.2549,30.0109,"Indio, CA",-116.2346,33.7346,Is Columbia SC closer to Kenner LA or Indio CA?,"Indio, CA",False,"Kenner, LA"
157,"Tacoma, WA",-122.4531,47.2431,"Texarkana, TX",-94.0815,33.4487,"Valdosta, GA",-83.2788,30.8502,Is Tacoma WA closer to Texarkana TX or Valdosta GA?,"Texarkana, TX",True,"Texarkana, TX"
158,"Redwood City, CA",-122.2252,37.5026,"Garland, TX",-96.6305,32.91,"Davis, CA",-121.7365,38.5552,Is Redwood City CA closer to Garland TX or Davis CA?,"Davis, CA",True,"Davis, CA"
159,"Longview, WA",-122.9629,46.1461,"Paterson, NJ",-74.1624,40.9147,"Springfield, IL",-89.6538,39.771,Is Longview WA closer to Paterson NJ or Springfield IL?,"Springfield, IL",True,"Springfield, IL"
160,"Germantown, MD",-77.2643,39.1755,"Minnetonka, MN",-93.4598,44.9322,"Cupertino, CA",-122.0465,37.3168,Is Germantown MD closer to Minnetonka MN or Cupertino CA?,"Minnetonka, MN",True,"Minnetonka, MN"
161,"North Las Vegas, NV",-115.0901,36.288,"Huntersville, NC",-80.8727,35.4058,"Manchester, NH",-71.4447,42.9848,Is North Las Vegas NV closer to Huntersville NC or Manchester NH?,"Huntersville, NC",True,"Huntersville, NC"
162,"Barnstable, MA",-70.3599,41.6722,"Hazleton, PA",-75.9724,40.9504,"Spring, TX",-95.383,30.0613,Is Barnstable MA closer to Hazleton PA or Spring TX?,"Hazleton, PA",True,"Hazleton, PA"
163,"Baton Rouge, LA",-91.131,30.4418,"Aspen Hill, MD",-77.0823,39.0928,"Boynton Beach, FL",-80.0811,26.5281,Is Baton Rouge LA closer to Aspen Hill MD or Boynton Beach FL?,"Boynton Beach, FL",True,"Boynton Beach, FL"
164,"Tracy, CA",-121.4522,37.7269,"Bentonville, AR",-94.2306,36.3546,"Hagerstown, MD",-77.7217,39.6401,Is Tracy CA closer to Bentonville AR or Hagerstown MD?,"Bentonville, AR",True,"Bentonville, AR"
165,"Waco, TX",-97.1881,31.5598,"Rochester Hills, MI",-83.1563,42.6645,"Barnstable, MA",-70.3599,41.6722,Is Waco TX closer to Rochester Hills MI or Barnstable MA?,"Rochester Hills, MI",True,"Rochester Hills, MI"
166,"Santa Fe, NM",-105.9819,35.6619,"Bethesda, MD",-77.1188,38.9866,"Ponce, PR",-66.6198,18.012,Is Santa Fe NM closer to Bethesda MD or Ponce PR?,"Santa Fe, NM",False,"Bethesda, MD"
167,"Bristol, TN",-82.2154,36.5572,"Arcadia, CA",-118.0373,34.1342,"Pawtucket, RI",-71.3743,41.8744,Is Bristol TN closer to Arcadia CA or Pawtucket RI?,"Arcadia, CA",False,"Pawtucket, RI"
168,"Methuen Town, MA",-71.1889,42.734,"Chico, CA",-121.8152,39.7575,"Woodbury, MN",-92.923,44.9056,Is Methuen Town MA closer to Chico CA or Woodbury MN?,"Chico, CA",False,"Woodbury, MN"
169,"Tulare, CA",-119.34,36.1996,"Springfield, OH",-83.7957,39.9297,"Fond du Lac, WI",-88.4396,43.7718,Is Tulare CA closer to Springfield OH or Fond du Lac WI?,"Springfield, OH",False,"Fond du Lac, WI"
170,"Taunton, MA",-71.0943,41.9036,"Lakeland, FL",-81.9545,28.0556,"Pico Rivera, CA",-118.0888,33.9902,Is Taunton MA closer to Lakeland FL or Pico Rivera CA?,"Lakeland, FL",True,"Lakeland, FL"
171,"Brunswick, GA",-81.474,31.145,"Alexandria, LA",-92.4702,31.2923,"Florence, AL",-87.6654,34.8303,Is Brunswick GA closer to Alexandria LA or Florence AL?,"Alexandria, LA",False,"Florence, AL"
172,"Hialeah, FL",-80.3046,25.8696,"Coconut Creek, FL",-80.1842,26.2803,"Muncie, IN",-85.395,40.1989,Is Hialeah FL closer to Coconut Creek FL or Muncie IN?,"Coconut Creek, FL",True,"Coconut Creek, FL"
173,"San Diego, CA",-117.1225,32.8312,"Lebanon, PA",-76.4227,40.3412,"Taylorsville, UT",-111.9493,40.657,Is San Diego CA closer to Lebanon PA or Taylorsville UT?,"Lebanon, PA",False,"Taylorsville, UT"
174,"Toledo, OH",-83.5822,41.6639,"Dover, DE",-75.5203,39.161,"Jackson, MS",-90.2124,32.3163,Is Toledo OH closer to Dover DE or Jackson MS?,"Dover, DE",True,"Dover, DE"
175,"Lewiston, ME",-70.1681,44.0915,"Athens, GA",-83.3689,33.9508,"Mobile, AL",-88.1162,30.6783,Is Lewiston ME closer to Athens GA or Mobile AL?,"Athens, GA",True,"Athens, GA"
176,"High Point, NC",-79.9938,35.9907,"North Richland Hills, TX",-97.218,32.8605,"New Haven, CT",-72.9246,41.3112,Is High Point NC closer to North Richland Hills TX or New Haven CT?,"New Haven, CT",True,"New Haven, CT"
177,"Burnsville, MN",-93.2795,44.7648,"New Braunfels, TX",-98.1148,29.6994,"Skokie, IL",-87.74,42.0359,Is Burnsville MN closer to New Braunfels TX or Skokie IL?,"Skokie, IL",True,"Skokie, IL"
178,"Topeka, KS",-95.6955,39.0346,"Cedar Park, TX",-97.8196,30.5106,"Vista, CA",-117.2386,33.1896,Is Topeka KS closer to Cedar Park TX or Vista CA?,"Cedar Park, TX",True,"Cedar Park, TX"
179,"Lafayette, LA",-92.0323,30.2084,"San Rafael, CA",-122.5222,37.9905,"Smyrna, GA",-84.5168,33.8633,Is Lafayette LA closer to San Rafael CA or Smyrna GA?,"San Rafael, CA",False,"Smyrna, GA"
180,"Chicago, IL",-87.6862,41.8373,"Lake Havasu City, AZ",-114.3113,34.5006,"Nashua, NH",-71.491,42.7491,Is Chicago IL closer to Lake Havasu City AZ or Nashua NH?,"Lake Havasu City, AZ",False,"Nashua, NH"
181,"Alafaya, FL",-81.1865,28.5278,"Fresno, CA",-119.7941,36.7831,"Hagerstown, MD",-77.7217,39.6401,Is Alafaya FL closer to Fresno CA or Hagerstown MD?,"Fresno, CA",False,"Hagerstown, MD"
182,"Medford, MA",-71.1087,42.4234,"Bossier City, LA",-93.6666,32.5227,"Miami Beach, FL",-80.1396,25.8171,Is Medford MA closer to Bossier City LA or Miami Beach FL?,"Bossier City, LA",False,"Miami Beach, FL"
183,"Middletown, OH",-84.366,39.5032,"Winchester, VA",-78.1746,39.1735,"Federal Way, WA",-122.3358,47.3091,Is Middletown OH closer to Winchester VA or Federal Way WA?,"Winchester, VA",True,"Winchester, VA"
184,"Port Huron, MI",-82.4387,42.9822,"Sacramento, CA",-121.4683,38.5667,"Springfield, MA",-72.5395,42.1155,Is Port Huron MI closer to Sacramento CA or Springfield MA?,"Sacramento, CA",False,"Springfield, MA"
185,"Portsmouth, NH",-70.7826,43.058,"Jackson, MI",-84.4037,42.2431,"Santa Monica, CA",-118.4813,34.0232,Is Portsmouth NH closer to Jackson MI or Santa Monica CA?,"Jackson, MI",True,"Jackson, MI"
186,"Richmond, CA",-122.339,37.9477,"Philadelphia, PA",-75.1339,40.0077,"Pasco, WA",-119.1304,46.2506,Is Richmond CA closer to Philadelphia PA or Pasco WA?,"Philadelphia, PA",False,"Pasco, WA"
187,"Athens, GA",-83.3689,33.9508,"Los Lunas, NM",-106.7803,34.8115,"Frisco, TX",-96.8215,33.1555,Is Athens GA closer to Los Lunas NM or Frisco TX?,"Los Lunas, NM",False,"Frisco, TX"
188,"Carson, CA",-118.2559,33.8374,"Poughkeepsie, NY",-73.921,41.6949,"Pico Rivera, CA",-118.0888,33.9902,Is Carson CA closer to Poughkeepsie NY or Pico Rivera CA?,"Pico Rivera, CA",True,"Pico Rivera, CA"
189,"Jersey City, NJ",-74.0682,40.7161,"Glens Falls, NY",-73.6459,43.3109,"Denton, TX",-97.1419,33.2176,Is Jersey City NJ closer to Glens Falls NY or Denton TX?,"Denton, TX",False,"Glens Falls, NY"
190,"Elkhart, IN",-85.9628,41.6916,"Wilmington, DE",-75.5413,39.7415,"Chula Vista, CA",-117.0145,32.6281,Is Elkhart IN closer to Wilmington DE or Chula Vista CA?,"Chula Vista, CA",False,"Wilmington, DE"
191,"Victorville, CA",-117.3536,34.5277,"Charlotte, NC",-80.8304,35.208,"Indianapolis, IN",-86.1458,39.7771,Is Victorville CA closer to Charlotte NC or Indianapolis IN?,"Charlotte, NC",False,"Indianapolis, IN"
192,"Tacoma, WA",-122.4531,47.2431,"Medford, OR",-122.8537,42.3372,"Bakersfield, CA",-119.0359,35.3529,Is Tacoma WA closer to Medford OR or Bakersfield CA?,"Bakersfield, CA",False,"Medford, OR"
193,"Escondido, CA",-117.0722,33.1347,"Spring Valley, NV",-115.2619,36.0987,"Lincoln, NE",-96.6788,40.809,Is Escondido CA closer to Spring Valley NV or Lincoln NE?,"Spring Valley, NV",True,"Spring Valley, NV"
194,"Houma, LA",-90.7058,29.5799,"Davie, FL",-80.287,26.0789,"Hampton, VA",-76.363,37.0551,Is Houma LA closer to Davie FL or Hampton VA?,"Davie, FL",True,"Davie, FL"
195,"Conway, AR",-92.4694,35.0754,"Omaha, NE",-96.0522,41.2627,"Cape Girardeau, MO",-89.5597,37.3108,Is Conway AR closer to Omaha NE or Cape Girardeau MO?,"Omaha, NE",False,"Cape Girardeau, MO"
196,"Sierra Vista, AZ",-110.3153,31.563,"Portsmouth, VA",-76.354,36.8468,"League City, TX",-95.1087,29.4873,Is Sierra Vista AZ closer to Portsmouth VA or League City TX?,"League City, TX",True,"League City, TX"
197,"Pottstown, PA",-75.6444,40.2507,"Carbondale, IL",-89.2238,37.7221,"Lake Charles, LA",-93.2122,30.2012,Is Pottstown PA closer to Carbondale IL or Lake Charles LA?,"Lake Charles, LA",False,"Carbondale, IL"
198,"Fond du Lac, WI",-88.4396,43.7718,"Hanford, CA",-119.6549,36.3274,"Hoboken, NJ",-74.0279,40.7453,Is Fond du Lac WI closer to Hanford CA or Hoboken NJ?,"Hanford, CA",False,"Hoboken, NJ"
199,"Frederick, MD",-77.4141,39.4336,"The Hammocks, FL",-80.4483,25.67,"El Paso de Robles, CA",-120.656,35.6394,Is Frederick MD closer to The Hammocks FL or El Paso de Robles CA?,"The Hammocks, FL",True,"The Hammocks, FL"
200,"Green Bay, WI",-87.9896,44.515,"Lake Elsinore, CA",-117.3344,33.6847,"South Hill, WA",-122.2848,47.1203,Is Green Bay WI closer to Lake Elsinore CA or South Hill WA?,"South Hill, WA",True,"South Hill, WA"
201,"Killeen, TX",-97.7296,31.0754,"Peoria, IL",-89.6153,40.752,"Deerfield Beach, FL",-80.1277,26.305,Is Killeen TX closer to Peoria IL or Deerfield Beach FL?,"Peoria, IL",True,"Peoria, IL"
202,"Lubbock, TX",-101.8878,33.5659,"Cartersville, GA",-84.8007,34.1639,"Lawrence, MA",-71.1626,42.7003,Is Lubbock TX closer to Cartersville GA or Lawrence MA?,"Cartersville, GA",True,"Cartersville, GA"
203,"Redlands, CA",-117.1712,34.0511,"Bronx, NY",-73.8662,40.8501,"Lakewood, WA",-122.5299,47.1628,Is Redlands CA closer to Bronx NY or Lakewood WA?,"Bronx, NY",False,"Lakewood, WA"
204,"Lawrence, MA",-71.1626,42.7003,"Milpitas, CA",-121.8921,37.4339,"Smyrna, TN",-86.5253,35.9722,Is Lawrence MA closer to Milpitas CA or Smyrna TN?,"Milpitas, CA",False,"Smyrna, TN"
205,"Bronx, NY",-73.8662,40.8501,"Saginaw, MI",-83.9501,43.4199,"Bayamón, PR",-66.1635,18.3793,Is Bronx NY closer to Saginaw MI or Bayamón PR?,"Saginaw, MI",True,"Saginaw, MI"
206,"Escondido, CA",-117.0722,33.1347,"Kettering, OH",-84.1495,39.6957,"San Ramon, CA",-121.9365,37.7625,Is Escondido CA closer to Kettering OH or San Ramon CA?,"San Ramon, CA",True,"San Ramon, CA"
207,"Muncie, IN",-85.395,40.1989,"Apple Valley, CA",-117.2104,34.5328,"Hoboken, NJ",-74.0279,40.7453,Is Muncie IN closer to Apple Valley CA or Hoboken NJ?,"Hoboken, NJ",True,"Hoboken, NJ"
208,"Sparks, NV",-119.7157,39.5729,"Flagstaff, AZ",-111.6195,35.1872,"San Francisco, CA",-122.443,37.7562,Is Sparks NV closer to Flagstaff AZ or San Francisco CA?,"San Francisco, CA",True,"San Francisco, CA"
209,"Brownsville, TX",-97.4565,25.998,"Highlands Ranch, CO",-104.9708,39.5419,"Lynn, MA",-70.9663,42.4779,Is Brownsville TX closer to Highlands Ranch CO or Lynn MA?,"Highlands Ranch, CO",True,"Highlands Ranch, CO"
210,"Hickory, NC",-81.323,35.7425,"Nashville, TN",-86.7843,36.1715,"Livermore, CA",-121.7608,37.6862,Is Hickory NC closer to Nashville TN or Livermore CA?,"Nashville, TN",True,"Nashville, TN"
211,"Lorain, OH",-82.184,41.4409,"Portland, ME",-70.2715,43.6773,"Tacoma, WA",-122.4531,47.2431,Is Lorain OH closer to Portland ME or Tacoma WA?,"Portland, ME",True,"Portland, ME"
212,"Edinburg, TX",-98.1596,26.3197,"Longmont, CO",-105.1005,40.1686,"New Bern, NC",-77.0723,35.0955,Is Edinburg TX closer to Longmont CO or New Bern NC?,"Longmont, CO",True,"Longmont, CO"
213,"Brentwood, NY",-73.2522,40.7839,"Meridian, ID",-116.3968,43.6112,"Metairie, LA",-90.178,29.9977,Is Brentwood NY closer to Meridian ID or Metairie LA?,"Meridian, ID",False,"Metairie, LA"
214,"Bridgeport, CT",-73.1953,41.1918,"Wichita Falls, TX",-98.5291,33.9072,"Concord, NC",-80.6366,35.3933,Is Bridgeport CT closer to Wichita Falls TX or Concord NC?,"Concord, NC",True,"Concord, NC"
215,"Boynton Beach, FL",-80.0811,26.5281,"Peoria, IL",-89.6153,40.752,"Eagan, MN",-93.1638,44.8169,Is Boynton Beach FL closer to Peoria IL or Eagan MN?,"Peoria, IL",True,"Peoria, IL"
216,"Albany, GA",-84.1762,31.5776,"Salisbury, MD",-75.5867,38.3756,"San Mateo, CA",-122.3122,37.5521,Is Albany GA closer to Salisbury MD or San Mateo CA?,"Salisbury, MD",True,"Salisbury, MD"
217,"Columbus, OH",-82.985,39.9862,"Asheville, NC",-82.5536,35.5704,"Kennewick, WA",-119.1732,46.1978,Is Columbus OH closer to Asheville NC or Kennewick WA?,"Asheville, NC",True,"Asheville, NC"
218,"Denver, CO",-104.8759,39.7621,"Olathe, KS",-94.8198,38.8832,"Carrollton, TX",-96.8999,32.989,Is Denver CO closer to Olathe KS or Carrollton TX?,"Olathe, KS",True,"Olathe, KS"
219,"West Jordan, UT",-112.0008,40.6024,"Lakeland, FL",-81.9545,28.0556,"Casa Grande, AZ",-111.7624,32.9068,Is West Jordan UT closer to Lakeland FL or Casa Grande AZ?,"Lakeland, FL",False,"Casa Grande, AZ"
220,"Springfield, OH",-83.7957,39.9297,"Concord, NC",-80.6366,35.3933,"Pleasanton, CA",-121.8805,37.6663,Is Springfield OH closer to Concord NC or Pleasanton CA?,"Concord, NC",True,"Concord, NC"
221,"New Britain, CT",-72.7862,41.6758,"New Braunfels, TX",-98.1148,29.6994,"York, PA",-76.7315,39.9651,Is New Britain CT closer to New Braunfels TX or York PA?,"York, PA",True,"York, PA"
222,"Riverside, CA",-117.3948,33.9381,"Decatur, IL",-88.9337,39.8556,"Deerfield Beach, FL",-80.1277,26.305,Is Riverside CA closer to Decatur IL or Deerfield Beach FL?,"Decatur, IL",True,"Decatur, IL"
223,"Long Beach, CA",-118.1675,33.7981,"Jersey City, NJ",-74.0682,40.7161,"Tracy, CA",-121.4522,37.7269,Is Long Beach CA closer to Jersey City NJ or Tracy CA?,"Jersey City, NJ",False,"Tracy, CA"
224,"Simi Valley, CA",-118.749,34.2663,"Idaho Falls, ID",-112.0362,43.4872,"Homestead, FL",-80.4472,25.4665,Is Simi Valley CA closer to Idaho Falls ID or Homestead FL?,"Idaho Falls, ID",True,"Idaho Falls, ID"
225,"West Lafayette, IN",-86.9239,40.4432,"El Paso de Robles, CA",-120.656,35.6394,"Boise, ID",-116.2312,43.6007,Is West Lafayette IN closer to El Paso de Robles CA or Boise ID?,"Boise, ID",True,"Boise, ID"
226,"Everett, WA",-122.1669,47.9525,"Walla Walla, WA",-118.3366,46.067,"Eden Prairie, MN",-93.4595,44.8488,Is Everett WA closer to Walla Walla WA or Eden Prairie MN?,"Walla Walla, WA",True,"Walla Walla, WA"
227,"Lancaster, CA",-118.1753,34.6935,"Paramount, CA",-118.1652,33.8976,"Saratoga Springs, NY",-73.7775,43.0674,Is Lancaster CA closer to Paramount CA or Saratoga Springs NY?,"Paramount, CA",True,"Paramount, CA"
228,"Naperville, IL",-88.1657,41.7483,"Kent, WA",-122.2129,47.3887,"Columbia, SC",-80.9037,34.0376,Is Naperville IL closer to Kent WA or Columbia SC?,"Columbia, SC",True,"Columbia, SC"
229,"Chapel Hill, NC",-79.0391,35.927,"Elmira, NY",-76.8097,42.0938,"Holland, MI",-86.0985,42.7677,Is Chapel Hill NC closer to Elmira NY or Holland MI?,"Elmira, NY",True,"Elmira, NY"
