City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct
"Levittown, NY",-73.5125,40.7241,"Sunrise, FL",-80.2997,26.1547,"Torrance, CA",-118.3417,33.8346,Is Levittown NY closer to Sunrise FL or Torrance CA?,"Sunrise, FL",0
"Highland, CA",-117.1654,34.1113,"Fayetteville, NC",-78.9776,35.0846,"Sparks, NV",-119.7157,39.5729,Is Highland CA closer to Fayetteville NC or Sparks NV?,"Fayetteville, NC",1
"Provo, UT",-111.6457,40.2457,"Watertown, NY",-75.9094,43.9734,"Rosemead, CA",-118.0823,34.0689,Is Provo UT closer to Watertown NY or Rosemead CA?,"Watertown, NY",1
"Kendale Lakes, FL",-80.4078,25.7081,"Kokomo, IN",-86.1277,40.464,"Lauderhill, FL",-80.2242,26.1605,Is Kendale Lakes FL closer to Kokomo IN or Lauderhill FL?,"Kokomo, IN",1
"Cheyenne, WY",-104.79,41.1351,"Millcreek, UT",-111.8291,40.6892,"Kissimmee, FL",-81.4164,28.3042,Is Cheyenne WY closer to Millcreek UT or Kissimmee FL?,"Millcreek, UT",0
"Lancaster, PA",-76.3012,40.0421,"Coon Rapids, MN",-93.3095,45.1755,"Haverhill, MA",-71.0871,42.7838,Is Lancaster PA closer to Coon Rapids MN or Haverhill MA?,"Coon Rapids, MN",1
"Michigan City, IN",-86.8705,41.7099,"Elyria, OH",-82.1063,41.3761,"Jefferson City, MO",-92.1759,38.5676,Is Michigan City IN closer to Elyria OH or Jefferson City MO?,"Elyria, OH",0
"Gulfport, MS",-89.0703,30.4271,"Prescott Valley, AZ",-112.3176,34.5983,"Port St. Lucie, FL",-80.3883,27.2796,Is Gulfport MS closer to Prescott Valley AZ or Port St. Lucie FL?,"Prescott Valley, AZ",1
"Staunton, VA",-79.0611,38.1593,"Saginaw, MI",-83.9501,43.4199,"Lancaster, CA",-118.1753,34.6935,Is Staunton VA closer to Saginaw MI or Lancaster CA?,"Saginaw, MI",0
"Boulder, CO",-105.2523,40.0249,"Fort Collins, CO",-105.0656,40.5478,"Simi Valley, CA",-118.749,34.2663,Is Boulder CO closer to Fort Collins CO or Simi Valley CA?,"Fort Collins, CO",0
"New Brunswick, NJ",-74.445,40.487,"Dale City, VA",-77.3459,38.6473,"Auburn, WA",-122.2108,47.3039,Is New Brunswick NJ closer to Dale City VA or Auburn WA?,"Dale City, VA",0
"Lewiston, ID",-116.9934,46.3934,"Pittsburgh, PA",-79.9762,40.4396,"San Juan, PR",-66.0636,18.4037,Is Lewiston ID closer to Pittsburgh PA or San Juan PR?,"Pittsburgh, PA",0
"Severn, MD",-76.6958,39.1355,"Hamilton, OH",-84.5653,39.3938,"Bronx, NY",-73.8662,40.8501,Is Severn MD closer to Hamilton OH or Bronx NY?,"Hamilton, OH",1
"Bartlett, TN",-89.8195,35.2337,"Farmington Hills, MI",-83.3771,42.486,"St. George, UT",-113.577,37.077,Is Bartlett TN closer to Farmington Hills MI or St. George UT?,"Farmington Hills, MI",0
"New Haven, CT",-72.9246,41.3112,"Blacksburg, VA",-80.4279,37.23,"Abilene, TX",-99.7384,32.4543,Is New Haven CT closer to Blacksburg VA or Abilene TX?,"Blacksburg, VA",0
"Zephyrhills, FL",-82.1796,28.2408,"Charlottesville, VA",-78.4855,38.0375,"Baldwin Park, CA",-117.9721,34.0829,Is Zephyrhills FL closer to Charlottesville VA or Baldwin Park CA?,"Charlottesville, VA",0
"Washington, DC",-77.0163,38.9047,"Newton, MA",-71.2085,42.3316,"Hammond, LA",-90.4563,30.5061,Is Washington DC closer to Newton MA or Hammond LA?,"Newton, MA",0
"Pompano Beach, FL",-80.1312,26.2428,"Smyrna, GA",-84.5168,33.8633,"Lake Charles, LA",-93.2122,30.2012,Is Pompano Beach FL closer to Smyrna GA or Lake Charles LA?,"Smyrna, GA",0
"Mansfield, OH",-82.5275,40.7656,"Castro Valley, CA",-122.0631,37.7091,"South Gate, CA",-118.1926,33.9448,Is Mansfield OH closer to Castro Valley CA or South Gate CA?,"Castro Valley, CA",1
"Anchorage, AK",-149.1091,61.1508,"Passaic, NJ",-74.1282,40.8574,"Kenner, LA",-90.2549,30.0109,Is Anchorage AK closer to Passaic NJ or Kenner LA?,"Passaic, NJ",0
"Baytown, TX",-94.9669,29.7586,"Cupertino, CA",-122.0465,37.3168,"Ames, IA",-93.6215,42.0259,Is Baytown TX closer to Cupertino CA or Ames IA?,"Cupertino, CA",1
"Quincy, MA",-71.0183,42.2516,"Richardson, TX",-96.7093,32.9717,"Carbondale, IL",-89.2238,37.7221,Is Quincy MA closer to Richardson TX or Carbondale IL?,"Richardson, TX",1
"Burien, WA",-122.3394,47.4762,"Frederick, MD",-77.4141,39.4336,"Riverside, CA",-117.3948,33.9381,Is Burien WA closer to Frederick MD or Riverside CA?,"Frederick, MD",1
"Owensboro, KY",-87.1173,37.7574,"Madison, WI",-89.3931,43.0826,"South Jordan, UT",-111.9782,40.557,Is Owensboro KY closer to Madison WI or South Jordan UT?,"Madison, WI",0
"Louisville, KY",-85.6485,38.1663,"Wheaton, IL",-88.1083,41.8561,"Manchester, NH",-71.4447,42.9848,Is Louisville KY closer to Wheaton IL or Manchester NH?,"Wheaton, IL",0
"Owensboro, KY",-87.1173,37.7574,"Chico, CA",-121.8152,39.7575,"Mount Vernon, NY",-73.8291,40.9136,Is Owensboro KY closer to Chico CA or Mount Vernon NY?,"Chico, CA",1
"Fullerton, CA",-117.9279,33.8841,"Yucaipa, CA",-117.0429,34.0336,"Bossier City, LA",-93.6666,32.5227,Is Fullerton CA closer to Yucaipa CA or Bossier City LA?,"Yucaipa, CA",0
"Danbury, CT",-73.471,41.4016,"League City, TX",-95.1087,29.4873,"Watsonville, CA",-121.7706,36.9206,Is Danbury CT closer to League City TX or Watsonville CA?,"League City, TX",0
"Columbus, GA",-84.8771,32.51,"Hattiesburg, MS",-89.317,31.3074,"Union City, CA",-122.0187,37.603,Is Columbus GA closer to Hattiesburg MS or Union City CA?,"Hattiesburg, MS",0
"Hollywood, FL",-80.1679,26.0294,"Pittsburgh, PA",-79.9762,40.4396,"Savannah, GA",-81.1784,32.0281,Is Hollywood FL closer to Pittsburgh PA or Savannah GA?,"Pittsburgh, PA",1
"New York, NY",-73.9249,40.6943,"Garland, TX",-96.6305,32.91,"Apopka, FL",-81.5304,28.7014,Is New York NY closer to Garland TX or Apopka FL?,"Garland, TX",1
"Madison, AL",-86.7626,34.7114,"Farmington Hills, MI",-83.3771,42.486,"Maple Grove, MN",-93.4626,45.1089,Is Madison AL closer to Farmington Hills MI or Maple Grove MN?,"Farmington Hills, MI",0
"Cleveland, OH",-81.6804,41.4767,"Newton, MA",-71.2085,42.3316,"DeKalb, IL",-88.7482,41.9313,Is Cleveland OH closer to Newton MA or DeKalb IL?,"Newton, MA",1
"Vista, CA",-117.2386,33.1896,"Brooklyn, NY",-73.9496,40.6501,"Rockford, IL",-89.0641,42.2597,Is Vista CA closer to Brooklyn NY or Rockford IL?,"Brooklyn, NY",1
"Cathedral City, CA",-116.4642,33.8363,"Nashville, TN",-86.7843,36.1715,"Midland, MI",-84.2319,43.6241,Is Cathedral City CA closer to Nashville TN or Midland MI?,"Nashville, TN",0
"Chico, CA",-121.8152,39.7575,"Tyler, TX",-95.3062,32.3184,"Lake Charles, LA",-93.2122,30.2012,Is Chico CA closer to Tyler TX or Lake Charles LA?,"Tyler, TX",0
"Hartford, CT",-72.6834,41.7661,"Brockton, MA",-71.0242,42.0821,"Scottsdale, AZ",-111.8651,33.6872,Is Hartford CT closer to Brockton MA or Scottsdale AZ?,"Brockton, MA",0
"Memphis, TN",-89.9773,35.1046,"Moreno Valley, CA",-117.2045,33.9244,"Brentwood, CA",-121.7191,37.9355,Is Memphis TN closer to Moreno Valley CA or Brentwood CA?,"Moreno Valley, CA",0
"Baytown, TX",-94.9669,29.7586,"Woodland, CA",-121.75,38.6712,"Bloomington, IL",-88.9703,40.4757,Is Baytown TX closer to Woodland CA or Bloomington IL?,"Woodland, CA",1
"Fort Collins, CO",-105.0656,40.5478,"Peoria, AZ",-112.2989,33.7844,"Blacksburg, VA",-80.4279,37.23,Is Fort Collins CO closer to Peoria AZ or Blacksburg VA?,"Peoria, AZ",0
"Alton, IL",-90.1523,38.9034,"Stockton, CA",-121.3109,37.9765,"Hammond, LA",-90.4563,30.5061,Is Alton IL closer to Stockton CA or Hammond LA?,"Stockton, CA",1
"Salt Lake City, UT",-111.9306,40.7777,"Lenexa, KS",-94.8018,38.9609,"Hazleton, PA",-75.9724,40.9504,Is Salt Lake City UT closer to Lenexa KS or Hazleton PA?,"Lenexa, KS",0
"Redwood City, CA",-122.2252,37.5026,"Panama City, FL",-85.6004,30.1995,"Virginia Beach, VA",-76.0435,36.7335,Is Redwood City CA closer to Panama City FL or Virginia Beach VA?,"Virginia Beach, VA",0
"Tinley Park, IL",-87.805,41.567,"Novi, MI",-83.4893,42.4786,"Santa Fe, NM",-105.9819,35.6619,Is Tinley Park IL closer to Novi MI or Santa Fe NM?,"Novi, MI",0
"Fishers, IN",-85.9661,39.9589,"Miami Gardens, FL",-80.2426,25.9433,"Bangor, ME",-68.7906,44.8322,Is Fishers IN closer to Miami Gardens FL or Bangor ME?,"Miami Gardens, FL",1
"Sunrise Manor, NV",-115.049,36.1785,"Pottstown, PA",-75.6444,40.2507,"Yucaipa, CA",-117.0429,34.0336,Is Sunrise Manor NV closer to Pottstown PA or Yucaipa CA?,"Pottstown, PA",1
"Fayetteville, AR",-94.166,36.0713,"Eden Prairie, MN",-93.4595,44.8488,"Pottstown, PA",-75.6444,40.2507,Is Fayetteville AR closer to Eden Prairie MN or Pottstown PA?,"Eden Prairie, MN",0
"San Marcos, TX",-97.9381,29.8736,"Columbia, SC",-80.9037,34.0376,"Lebanon, PA",-76.4227,40.3412,Is San Marcos TX closer to Columbia SC or Lebanon PA?,"Columbia, SC",0
"Inglewood, CA",-118.3444,33.9566,"Washington, DC",-77.0163,38.9047,"Honolulu, HI",-157.846,21.3294,Is Inglewood CA closer to Washington DC or Honolulu HI?,"Washington, DC",0
"Fresno, CA",-119.7941,36.7831,"Clifton, NJ",-74.1575,40.8631,"Staunton, VA",-79.0611,38.1593,Is Fresno CA closer to Clifton NJ or Staunton VA?,"Clifton, NJ",1
"Bellevue, NE",-95.9357,41.1535,"Lehi, UT",-111.8726,40.4136,"Union City, CA",-122.0187,37.603,Is Bellevue NE closer to Lehi UT or Union City CA?,"Lehi, UT",0
"Pasadena, TX",-95.1499,29.6583,"Warner Robins, GA",-83.6529,32.597,"Orland Park, IL",-87.8619,41.6074,Is Pasadena TX closer to Warner Robins GA or Orland Park IL?,"Warner Robins, GA",0
"Minneapolis, MN",-93.2678,44.9635,"New Bedford, MA",-70.9428,41.6697,"Cupertino, CA",-122.0465,37.3168,Is Minneapolis MN closer to New Bedford MA or Cupertino CA?,"New Bedford, MA",0
"Southaven, MS",-89.9787,34.9514,"Carson, CA",-118.2559,33.8374,"Queens, NY",-73.7976,40.7498,Is Southaven MS closer to Carson CA or Queens NY?,"Carson, CA",1
"Milford, CT",-73.0616,41.2256,"Lexington, KY",-84.4587,38.0423,"St. Peters, MO",-90.6061,38.7824,Is Milford CT closer to Lexington KY or St. Peters MO?,"Lexington, KY",0
"Redwood City, CA",-122.2252,37.5026,"Shawnee, KS",-94.8076,39.0158,"Williamsport, PA",-77.0371,41.2398,Is Redwood City CA closer to Shawnee KS or Williamsport PA?,"Shawnee, KS",0
"Rancho Cucamonga, CA",-117.5666,34.1248,"Ithaca, NY",-76.5032,42.4442,"Perris, CA",-117.2233,33.7899,Is Rancho Cucamonga CA closer to Ithaca NY or Perris CA?,"Ithaca, NY",1
"Birmingham, AL",-86.7987,33.5277,"Albuquerque, NM",-106.6464,35.1053,"Hanover, PA",-76.9835,39.8117,Is Birmingham AL closer to Albuquerque NM or Hanover PA?,"Albuquerque, NM",1
"White Plains, NY",-73.7549,41.022,"Cheyenne, WY",-104.79,41.1351,"Danbury, CT",-73.471,41.4016,Is White Plains NY closer to Cheyenne WY or Danbury CT?,"Danbury, CT",1
"Weymouth, MA",-70.9466,42.1984,"Tulsa, OK",-95.9042,36.1284,"Bangor, ME",-68.7906,44.8322,Is Weymouth MA closer to Tulsa OK or Bangor ME?,"Bangor, ME",1
"Sugar Land, TX",-95.6357,29.5935,"Mount Pleasant, SC",-79.8204,32.8538,"Montgomery, AL",-86.2666,32.3473,Is Sugar Land TX closer to Mount Pleasant SC or Montgomery AL?,"Montgomery, AL",1
"Ellicott City, MD",-76.8344,39.2773,"Moore, OK",-97.4758,35.3293,"Sacramento, CA",-121.4683,38.5667,Is Ellicott City MD closer to Moore OK or Sacramento CA?,"Moore, OK",0
"Carrollton, TX",-96.8999,32.989,"Fort Smith, AR",-94.3695,35.3493,"Eau Claire, WI",-91.4949,44.8199,Is Carrollton TX closer to Fort Smith AR or Eau Claire WI?,"Fort Smith, AR",0
"Athens, GA",-83.3689,33.9508,"Summerville, SC",-80.1799,33.0015,"Odessa, TX",-102.3406,31.8831,Is Athens GA closer to Summerville SC or Odessa TX?,"Summerville, SC",0
"Buffalo, NY",-78.8487,42.9016,"Spartanburg, SC",-81.9257,34.9437,"Weirton, WV",-80.5671,40.406,Is Buffalo NY closer to Spartanburg SC or Weirton WV?,"Spartanburg, SC",1
"Westland, MI",-83.3805,42.3192,"Sebring, FL",-81.453,27.477,"Peabody, MA",-70.9724,42.5335,Is Westland MI closer to Sebring FL or Peabody MA?,"Peabody, MA",1
"Millcreek, UT",-111.8291,40.6892,"Bellingham, WA",-122.4687,48.7543,"Hampton, VA",-76.363,37.0551,Is Millcreek UT closer to Bellingham WA or Hampton VA?,"Hampton, VA",0
"Seattle, WA",-122.3244,47.6211,"Arlington, VA",-77.1011,38.8786,"Salinas, CA",-121.6317,36.6884,Is Seattle WA closer to Arlington VA or Salinas CA?,"Arlington, VA",1
"Burien, WA",-122.3394,47.4762,"Odessa, TX",-102.3406,31.8831,"Grand Forks, ND",-97.0886,47.9218,Is Burien WA closer to Odessa TX or Grand Forks ND?,"Grand Forks, ND",1
"Mansfield, TX",-97.1211,32.569,"Bowling Green, KY",-86.4373,36.9719,"Richland, WA",-119.2938,46.2824,Is Mansfield TX closer to Bowling Green KY or Richland WA?,"Bowling Green, KY",0
"South Hill, WA",-122.2848,47.1203,"Bayonne, NJ",-74.1141,40.6661,"Warren, MI",-83.027,42.4934,Is South Hill WA closer to Bayonne NJ or Warren MI?,"Bayonne, NJ",1
"Decatur, AL",-86.9906,34.573,"Nashua, NH",-71.491,42.7491,"Topeka, KS",-95.6955,39.0346,Is Decatur AL closer to Nashua NH or Topeka KS?,"Nashua, NH",1
"Hoboken, NJ",-74.0279,40.7453,"Racine, WI",-87.8135,42.7274,"Miami Beach, FL",-80.1396,25.8171,Is Hoboken NJ closer to Racine WI or Miami Beach FL?,"Miami Beach, FL",0
"Manchester, NH",-71.4447,42.9848,"Greensboro, NC",-79.8269,36.0956,"Georgetown, TX",-97.6953,30.6668,Is Manchester NH closer to Greensboro NC or Georgetown TX?,"Greensboro, NC",0
"Pinellas Park, FL",-82.7078,27.8589,"Hazleton, PA",-75.9724,40.9504,"Fountain Valley, CA",-117.9514,33.7105,Is Pinellas Park FL closer to Hazleton PA or Fountain Valley CA?,"Hazleton, PA",0
"Novi, MI",-83.4893,42.4786,"Ann Arbor, MI",-83.7312,42.2755,"Middletown, NY",-74.4236,41.4459,Is Novi MI closer to Ann Arbor MI or Middletown NY?,"Ann Arbor, MI",0
"Hacienda Heights, CA",-117.9728,33.997,"Buckeye, AZ",-112.6429,33.4314,"Raleigh, NC",-78.6435,35.8325,Is Hacienda Heights CA closer to Buckeye AZ or Raleigh NC?,"Raleigh, NC",0
"Glens Falls, NY",-73.6459,43.3109,"San Jose, CA",-121.8486,37.3019,"Euless, TX",-97.0799,32.8508,Is Glens Falls NY closer to San Jose CA or Euless TX?,"San Jose, CA",1
"Anderson, IN",-85.6893,40.0891,"Lacey, WA",-122.7934,47.046,"Brownsville, TX",-97.4565,25.998,Is Anderson IN closer to Lacey WA or Brownsville TX?,"Lacey, WA",1
"Cary, NC",-78.8191,35.782,"New Haven, CT",-72.9246,41.3112,"Portland, ME",-70.2715,43.6773,Is Cary NC closer to New Haven CT or Portland ME?,"New Haven, CT",0
"Palm Coast, FL",-81.246,29.5392,"Dover, DE",-75.5203,39.161,"Buffalo, NY",-78.8487,42.9016,Is Palm Coast FL closer to Dover DE or Buffalo NY?,"Dover, DE",0
"Watsonville, CA",-121.7706,36.9206,"Town 'n' Country, FL",-82.576,28.0108,"Vista, CA",-117.2386,33.1896,Is Watsonville CA closer to Town 'n' Country FL or Vista CA?,"Town 'n' Country, FL",1
"Mount Vernon, WA",-122.3115,48.4202,"Lewisville, TX",-96.9823,33.0452,"El Monte, CA",-118.0291,34.0739,Is Mount Vernon WA closer to Lewisville TX or El Monte CA?,"Lewisville, TX",1
"Bentonville, AR",-94.2306,36.3546,"Redding, CA",-122.365,40.5698,"Allentown, PA",-75.4756,40.5961,Is Bentonville AR closer to Redding CA or Allentown PA?,"Redding, CA",1
"Beloit, WI",-89.0184,42.523,"San Marcos, CA",-117.1744,33.135,"West Haven, CT",-72.9672,41.2739,Is Beloit WI closer to San Marcos CA or West Haven CT?,"San Marcos, CA",1
"Toledo, OH",-83.5822,41.6639,"Vallejo, CA",-122.2358,38.1133,"Waterbury, CT",-73.0361,41.5583,Is Toledo OH closer to Vallejo CA or Waterbury CT?,"Vallejo, CA",1
"Prescott Valley, AZ",-112.3176,34.5983,"Livermore, CA",-121.7608,37.6862,"Smyrna, GA",-84.5168,33.8633,Is Prescott Valley AZ closer to Livermore CA or Smyrna GA?,"Livermore, CA",0
"Spring Hill, FL",-82.53,28.4797,"Harrisonburg, VA",-78.8735,38.4361,"Casper, WY",-106.3207,42.842,Is Spring Hill FL closer to Harrisonburg VA or Casper WY?,"Harrisonburg, VA",0
"Lake Jackson, TX",-95.4522,29.0516,"Newark, NJ",-74.1725,40.7245,"Woodland, CA",-121.75,38.6712,Is Lake Jackson TX closer to Newark NJ or Woodland CA?,"Newark, NJ",0
"Albany, NY",-73.7987,42.6664,"Tamarac, FL",-80.2542,26.2056,"Alameda, CA",-122.2672,37.767,Is Albany NY closer to Tamarac FL or Alameda CA?,"Tamarac, FL",0
"Houma, LA",-90.7058,29.5799,"Gadsden, AL",-86.0156,34.009,"Warren, MI",-83.027,42.4934,Is Houma LA closer to Gadsden AL or Warren MI?,"Gadsden, AL",0
"Benton Harbor, MI",-86.4488,42.1159,"Bronx, NY",-73.8662,40.8501,"Newark, OH",-82.4251,40.0705,Is Benton Harbor MI closer to Bronx NY or Newark OH?,"Bronx, NY",1
"Pittsburgh, PA",-79.9762,40.4396,"Conroe, TX",-95.4825,30.3239,"Oshkosh, WI",-88.5619,44.0228,Is Pittsburgh PA closer to Conroe TX or Oshkosh WI?,"Conroe, TX",1
"Sunrise, FL",-80.2997,26.1547,"Hammond, IN",-87.491,41.6169,"Tulare, CA",-119.34,36.1996,Is Sunrise FL closer to Hammond IN or Tulare CA?,"Hammond, IN",0
"Hanover, PA",-76.9835,39.8117,"St. Joseph, MO",-94.821,39.7599,"Laguna Niguel, CA",-117.705,33.5275,Is Hanover PA closer to St. Joseph MO or Laguna Niguel CA?,"St. Joseph, MO",0
"Davenport, IA",-90.6052,41.5563,"South Jordan, UT",-111.9782,40.557,"Maricopa, AZ",-112.0006,33.0404,Is Davenport IA closer to South Jordan UT or Maricopa AZ?,"South Jordan, UT",0
"New Braunfels, TX",-98.1148,29.6994,"Atlanta, GA",-84.4224,33.7627,"Hinesville, GA",-81.6135,31.8247,Is New Braunfels TX closer to Atlanta GA or Hinesville GA?,"Atlanta, GA",0
"Danbury, CT",-73.471,41.4016,"Hendersonville, TN",-86.5998,36.3063,"Kenner, LA",-90.2549,30.0109,Is Danbury CT closer to Hendersonville TN or Kenner LA?,"Hendersonville, TN",0
"Port Orange, FL",-81.0137,29.1084,"Fort Myers, FL",-81.8303,26.6195,"Arlington, TX",-97.125,32.6998,Is Port Orange FL closer to Fort Myers FL or Arlington TX?,"Fort Myers, FL",0
"Petaluma, CA",-122.6267,38.2423,"Woodbury, MN",-92.923,44.9056,"Escondido, CA",-117.0722,33.1347,Is Petaluma CA closer to Woodbury MN or Escondido CA?,"Escondido, CA",1
"San Juan, PR",-66.0636,18.4037,"Plymouth, MN",-93.4618,45.0225,"Kendale Lakes, FL",-80.4078,25.7081,Is San Juan PR closer to Plymouth MN or Kendale Lakes FL?,"Plymouth, MN",1
"Denton, TX",-97.1419,33.2176,"Madera, CA",-120.0782,36.9631,"Santee, CA",-116.9851,32.8554,Is Denton TX closer to Madera CA or Santee CA?,"Santee, CA",1
"Waltham, MA",-71.2423,42.3889,"Killeen, TX",-97.7296,31.0754,"Midland, MI",-84.2319,43.6241,Is Waltham MA closer to Killeen TX or Midland MI?,"Killeen, TX",1
"Brooklyn Park, MN",-93.3505,45.1112,"Stonecrest, GA",-84.1372,33.6842,"Sparks, NV",-119.7157,39.5729,Is Brooklyn Park MN closer to Stonecrest GA or Sparks NV?,"Stonecrest, GA",0
"Nampa, ID",-116.5631,43.5845,"Grand Island, NE",-98.3584,40.9214,"Knoxville, TN",-83.9496,35.9692,Is Nampa ID closer to Grand Island NE or Knoxville TN?,"Grand Island, NE",0
"St. Cloud, FL",-81.2829,28.2294,"Garland, TX",-96.6305,32.91,"Florence-Graham, CA",-118.2447,33.9682,Is St. Cloud FL closer to Garland TX or Florence-Graham CA?,"Mesa, AZ",0
"Aspen Hill, MD",-77.0823,39.0928,"Mesa, AZ",-111.718,33.4017,"Harlingen, TX",-97.6976,26.1917,Is Aspen Hill MD closer to Mesa AZ or Harlingen TX?,"Carlsbad, CA",1
"Scranton, PA",-75.6649,41.4044,"Carlsbad, CA",-117.2837,33.1247,"College Station, TX",-96.296,30.5852,Is Scranton PA closer to Carlsbad CA or College Station TX?,"Taylorsville, UT",1
"Layton, UT",-111.9621,41.0769,"Taylorsville, UT",-111.9493,40.657,"Pleasanton, CA",-121.8805,37.6663,Is Layton UT closer to Taylorsville UT or Pleasanton CA?,"Lenexa, KS",0
"Livonia, MI",-83.3733,42.3972,"Lenexa, KS",-94.8018,38.9609,"New Brunswick, NJ",-74.445,40.487,Is Livonia MI closer to Lenexa KS or New Brunswick NJ?,"Knoxville, TN",1
"Spring, TX",-95.383,30.0613,"Knoxville, TN",-83.9496,35.9692,"Philadelphia, PA",-75.1339,40.0077,Is Spring TX closer to Knoxville TN or Philadelphia PA?,"College Station, TX",0
"Hampton, VA",-76.363,37.0551,"College Station, TX",-96.296,30.5852,"Tacoma, WA",-122.4531,47.2431,Is Hampton VA closer to College Station TX or Tacoma WA?,"Oakland, CA",0
"Taylor, MI",-83.2688,42.226,"Oakland, CA",-122.2165,37.7903,"Glendale, CA",-118.2468,34.1818,Is Taylor MI closer to Oakland CA or Glendale CA?,"St. George, UT",1
"Miami Gardens, FL",-80.2426,25.9433,"Mission, TX",-98.3251,26.2041,"St. George, UT",-113.577,37.077,Is Miami Gardens FL closer to Mission TX or St. George UT?,"Mesa, AZ",0
"Nashville, TN",-86.7843,36.1715,"Mesa, AZ",-111.718,33.4017,"Brentwood, CA",-121.7191,37.9355,Is Nashville TN closer to Mesa AZ or Brentwood CA?,"Malden, MA",0
"Gadsden, AL",-86.0156,34.009,"Malden, MA",-71.0576,42.4305,"Chula Vista, CA",-117.0145,32.6281,Is Gadsden AL closer to Malden MA or Chula Vista CA?,"Boynton Beach, FL",0
"Westminster, CA",-117.9938,33.7523,"Boynton Beach, FL",-80.0811,26.5281,"Brooklyn Park, MN",-93.3505,45.1112,Is Westminster CA closer to Boynton Beach FL or Brooklyn Park MN?,"Poinciana, FL",1
"Coeur d'Alene, ID",-116.7935,47.7041,"Poinciana, FL",-81.482,28.1217,"Hoboken, NJ",-74.0279,40.7453,Is Coeur d'Alene ID closer to Poinciana FL or Hoboken NJ?,"Fairbanks, AK",1
"Minnetonka, MN",-93.4598,44.9322,"Fairbanks, AK",-147.6534,64.8353,"Davis, CA",-121.7365,38.5552,Is Minnetonka MN closer to Fairbanks AK or Davis CA?,"Olympia, WA",1
"White Plains, NY",-73.7549,41.022,"Olympia, WA",-122.8959,47.0417,"Elizabeth, NJ",-74.1912,40.6657,Is White Plains NY closer to Olympia WA or Elizabeth NJ?,"Ames, IA",1
"Columbia, MO",-92.3256,38.9478,"Ames, IA",-93.6215,42.0259,"Plantation, FL",-80.2617,26.126,Is Columbia MO closer to Ames IA or Plantation FL?,"East Orange, NJ",0
"Eau Claire, WI",-91.4949,44.8199,"East Orange, NJ",-74.2117,40.7651,"Jackson, TN",-88.8353,35.6535,Is Eau Claire WI closer to East Orange NJ or Jackson TN?,"Bozeman, MT",1
"Salem, OR",-123.0246,44.9231,"Bozeman, MT",-111.0552,45.6832,"Fall River, MA",-71.1014,41.7137,Is Salem OR closer to Bozeman MT or Fall River MA?,"Palo Alto, CA",0
"Scranton, PA",-75.6649,41.4044,"Palo Alto, CA",-122.1468,37.3913,"Rancho Cordova, CA",-121.2523,38.574,Is Scranton PA closer to Palo Alto CA or Rancho Cordova CA?,"Texarkana, TX",1
"Fort Myers, FL",-81.8303,26.6195,"Texarkana, TX",-94.0815,33.4487,"Rochester, NY",-77.6162,43.168,Is Fort Myers FL closer to Texarkana TX or Rochester NY?,"Carmichael, CA",0
"Yucaipa, CA",-117.0429,34.0336,"Carmichael, CA",-121.323,38.6337,"Pflugerville, TX",-97.6022,30.452,Is Yucaipa CA closer to Carmichael CA or Pflugerville TX?,"Rock Hill, SC",0
"Jacksonville, NC",-77.3941,34.7288,"Hemet, CA",-116.9969,33.7341,"Rock Hill, SC",-81.0244,34.9416,Is Jacksonville NC closer to Hemet CA or Rock Hill SC?,"Newark, OH",1
"Moore, OK",-97.4758,35.3293,"Newark, OH",-82.4251,40.0705,"Sarasota, FL",-82.5431,27.3386,Is Moore OK closer to Newark OH or Sarasota FL?,"Houma, LA",0
"Clearwater, FL",-82.7622,27.9789,"Houma, LA",-90.7058,29.5799,"Shawnee, KS",-94.8076,39.0158,Is Clearwater FL closer to Houma LA or Shawnee KS?,"Shawnee, KS",0
"Santa Ana, CA",-117.8819,33.7366,"Pasadena, TX",-95.1499,29.6583,"San Diego, CA",-117.1225,32.8312,Is Santa Ana CA closer to Pasadena TX or San Diego CA?,"San Diego, CA",1
"Hayward, CA",-122.0772,37.6328,"Huntersville, NC",-80.8727,35.4058,"Chapel Hill, NC",-79.0391,35.927,Is Hayward CA closer to Huntersville NC or Chapel Hill NC?,"Huntersville, NC",0
"Rosemead, CA",-118.0823,34.0689,"East Orange, NJ",-74.2117,40.7651,"Colton, CA",-117.3254,34.0538,Is Rosemead CA closer to East Orange NJ or Colton CA?,"East Orange, NJ",1
"Elizabethtown, KY",-85.877,37.703,"Kokomo, IN",-86.1277,40.464,"Coral Springs, FL",-80.2591,26.2702,Is Elizabethtown KY closer to Kokomo IN or Coral Springs FL?,"Kokomo, IN",0
"Casa Grande, AZ",-111.7624,32.9068,"Eastvale, CA",-117.5802,33.9617,"Winchester, VA",-78.1746,39.1735,Is Casa Grande AZ closer to Eastvale CA or Winchester VA?,"Eastvale, CA",0
"South Fulton, GA",-84.5802,33.6269,"Westminster, CO",-105.0624,39.8837,"Eau Claire, WI",-91.4949,44.8199,Is South Fulton GA closer to Westminster CO or Eau Claire WI?,"Westminster, CO",1
"Antioch, CA",-121.7958,37.9789,"Grants Pass, OR",-123.3317,42.4333,"Lewiston, ME",-70.1681,44.0915,Is Antioch CA closer to Grants Pass OR or Lewiston ME?,"Grants Pass, OR",0
