,City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat
868,"Santa Maria, CA",-120.4432,34.9334,"Santa Clara, CA",-121.968,37.3645,"Greenwood, IN",-86.1073,39.6019
869,"Bellingham, WA",-122.4687,48.7543,"Pittsburg, CA",-121.8964,38.0182,"Dothan, AL",-85.4069,31.2335
870,"Lansing, MI",-84.5601,42.7142,"Buffalo, NY",-78.8487,42.9016,"Bozeman, MT",-111.0552,45.6832
871,"San Francisco, CA",-122.443,37.7562,"Gresham, OR",-122.4413,45.5023,"Atlantic City, NJ",-74.4527,39.3797
872,"Grand Island, NE",-98.3584,40.9214,"Pomona, CA",-117.7626,34.0585,"Charlottesville, VA",-78.4855,38.0375
873,"Longmont, CO",-105.1005,40.1686,"Bethesda, MD",-77.1188,38.9866,"Chattanooga, TN",-85.2488,35.0657
874,"Plano, TX",-96.7487,33.0502,"Metairie, LA",-90.178,29.9977,"Oceanside, CA",-117.3083,33.2247
875,"Albany, OR",-123.0966,44.6274,"Champaign, IL",-88.2735,40.1144,"Margate, FL",-80.2119,26.2466
876,"San Angelo, TX",-100.4506,31.4424,"Pocatello, ID",-112.4646,42.8724,"Coeur d'Alene, ID",-116.7935,47.7041
877,"Bremerton, WA",-122.7122,47.5436,"Wilmington, DE",-75.5413,39.7415,"Framingham, MA",-71.4368,42.3085
878,"Norman, OK",-97.3471,35.2335,"Portland, ME",-70.2715,43.6773,"Savannah, GA",-81.1784,32.0281
879,"Livermore, CA",-121.7608,37.6862,"Florence, AL",-87.6654,34.8303,"Camarillo, CA",-119.0322,34.223
880,"Chambersburg, PA",-77.6556,39.9315,"Pembroke Pines, FL",-80.3382,26.0128,"Durham, NC",-78.9031,35.9794
881,"Edmond, OK",-97.4159,35.6689,"Brooklyn Park, MN",-93.3505,45.1112,"Yuma, AZ",-114.5488,32.5992
882,"Boise, ID",-116.2312,43.6007,"Kirkland, WA",-122.2054,47.6974,"Edmond, OK",-97.4159,35.6689
883,"Placentia, CA",-117.8553,33.8807,"Miami, FL",-80.2102,25.7839,"Youngstown, OH",-80.6463,41.0993
884,"Portland, ME",-70.2715,43.6773,"Danbury, CT",-73.471,41.4016,"Santa Cruz, CA",-122.0346,36.9789
885,"Charlottesville, VA",-78.4855,38.0375,"Fishers, IN",-85.9661,39.9589,"Dundalk, MD",-76.4942,39.2703
886,"Columbus, GA",-84.8771,32.51,"Doral, FL",-80.3565,25.8151,"Norwich, CT",-72.0882,41.5495
887,"Garden Grove, CA",-117.9601,33.7787,"Menifee, CA",-117.1849,33.6909,"St. George, UT",-113.577,37.077
888,"Queen Creek, AZ",-111.6343,33.2386,"Yuba City, CA",-121.6381,39.1357,"Wheaton, IL",-88.1083,41.8561
889,"Missouri City, TX",-95.5365,29.563,"Fort Wayne, IN",-85.1437,41.0886,"Altoona, PA",-78.4007,40.5082
890,"Arcadia, CA",-118.0373,34.1342,"Sparks, NV",-119.7157,39.5729,"Longview, WA",-122.9629,46.1461
891,"New Brunswick, NJ",-74.445,40.487,"Spring Valley, NV",-115.2619,36.0987,"Downey, CA",-118.1312,33.9379
892,"Madison, AL",-86.7626,34.7114,"Billings, MT",-108.5524,45.7891,"Anderson, SC",-82.6479,34.5211
893,"Boynton Beach, FL",-80.0811,26.5281,"Melbourne, FL",-80.6627,28.1085,"Pleasanton, CA",-121.8805,37.6663
894,"West Covina, CA",-117.9112,34.0555,"Wheaton, MD",-77.0572,39.0492,"Ankeny, IA",-93.6033,41.7285
895,"Marysville, WA",-122.1561,48.0809,"Kannapolis, NC",-80.6403,35.4764,"Duluth, MN",-92.1392,46.7756
896,"Burien, WA",-122.3394,47.4762,"Trenton, NJ",-74.7641,40.2236,"St. Joseph, MO",-94.821,39.7599
897,"El Paso de Robles, CA",-120.656,35.6394,"Clarksville, TN",-87.342,36.5695,"Rowland Heights, CA",-117.8911,33.9716
898,"Norwalk, CA",-118.0829,33.9069,"Flint, MI",-83.6922,43.0235,"Carolina, PR",-65.9792,18.4054
899,"Somerville, MA",-71.1013,42.3908,"Bismarck, ND",-100.7694,46.8144,"Gilbert, AZ",-111.7463,33.3101
900,"Bristol, TN",-82.2154,36.5572,"Upland, CA",-117.6603,34.1178,"Pompano Beach, FL",-80.1312,26.2428
901,"Hesperia, CA",-117.3147,34.3975,"Albany, GA",-84.1762,31.5776,"Kansas City, MO",-94.5541,39.1239
902,"Atascocita, TX",-95.1953,29.9777,"Roseville, CA",-121.3196,38.7703,"Houston, TX",-95.3889,29.7863
903,"Renton, WA",-122.1919,47.4784,"Sumter, SC",-80.393,33.9392,"El Paso de Robles, CA",-120.656,35.6394
904,"Allentown, PA",-75.4756,40.5961,"El Cajon, CA",-116.9605,32.8017,"Kenosha, WI",-87.8765,42.5864
905,"Kendall, FL",-80.3556,25.6697,"San Rafael, CA",-122.5222,37.9905,"Pocatello, ID",-112.4646,42.8724
906,"Kendale Lakes, FL",-80.4078,25.7081,"Bellflower, CA",-118.1271,33.888,"Hagerstown, MD",-77.7217,39.6401
907,"Plantation, FL",-80.2617,26.126,"Anaheim, CA",-117.8572,33.839,"Palm Bay, FL",-80.6627,27.955
908,"Wenatchee, WA",-120.3283,47.4356,"Paterson, NJ",-74.1624,40.9147,"Thousand Oaks, CA",-118.8755,34.1914
909,"Hillsboro, OR",-122.9361,45.5272,"El Paso de Robles, CA",-120.656,35.6394,"Titusville, FL",-80.8193,28.5727
910,"Haverhill, MA",-71.0871,42.7838,"West Covina, CA",-117.9112,34.0555,"Springdale, AR",-94.1574,36.1899
911,"Saratoga Springs, NY",-73.7775,43.0674,"Murfreesboro, TN",-86.4119,35.8492,"Clearwater, FL",-82.7622,27.9789
912,"Baldwin Park, CA",-117.9721,34.0829,"Texarkana, TX",-94.0815,33.4487,"New Bedford, MA",-70.9428,41.6697
913,"Apopka, FL",-81.5304,28.7014,"Kankakee, IL",-87.8643,41.1019,"Costa Mesa, CA",-117.9135,33.6667
914,"Warren, MI",-83.027,42.4934,"Leesburg, FL",-81.8996,28.7657,"Pearland, TX",-95.3215,29.5585
915,"Davie, FL",-80.287,26.0789,"Miami Gardens, FL",-80.2426,25.9433,"Dearborn Heights, MI",-83.2769,42.3164
916,"Daphne, AL",-87.8866,30.6286,"Fremont, CA",-121.9852,37.5265,"Galveston, TX",-94.891,29.2487
917,"Murfreesboro, TN",-86.4119,35.8492,"Union City, NJ",-74.0323,40.7674,"Pittsfield, MA",-73.2605,42.4517
918,"Stonecrest, GA",-84.1372,33.6842,"Tampa, FL",-82.4451,27.9942,"Brooklyn, NY",-73.9496,40.6501
919,"Country Club, FL",-80.3102,25.9407,"Monroe, LA",-92.0774,32.5183,"Wichita Falls, TX",-98.5291,33.9072
920,"Champaign, IL",-88.2735,40.1144,"Novato, CA",-122.5576,38.092,"Davie, FL",-80.287,26.0789
921,"Rialto, CA",-117.3894,34.1174,"Manhattan, NY",-73.9662,40.7834,"Hammond, IN",-87.491,41.6169
922,"Peoria, IL",-89.6153,40.752,"Port Arthur, TX",-93.9264,29.8554,"Buffalo, NY",-78.8487,42.9016
923,"Eagan, MN",-93.1638,44.8169,"Peoria, AZ",-112.2989,33.7844,"Billings, MT",-108.5524,45.7891
924,"New York, NY",-73.9249,40.6943,"Montebello, CA",-118.1108,34.0155,"Sunnyvale, CA",-122.0256,37.3836
925,"Perth Amboy, NJ",-74.2724,40.5203,"Merced, CA",-120.4778,37.3057,"Lawrence, KS",-95.2641,38.9597
926,"Jacksonville, FL",-81.6749,30.3322,"Nashua, NH",-71.491,42.7491,"Carmel, IN",-86.146,39.965
927,"Milpitas, CA",-121.8921,37.4339,"Springfield, MO",-93.2916,37.1943,"Queens, NY",-73.7976,40.7498
928,"Highlands Ranch, CO",-104.9708,39.5419,"Anderson, IN",-85.6893,40.0891,"St. Augustine, FL",-81.31,29.8977
929,"Slidell, LA",-89.7826,30.2881,"Oceanside, CA",-117.3083,33.2247,"Mansfield, TX",-97.1211,32.569
930,"Monessen, PA",-79.8828,40.1519,"Racine, WI",-87.8135,42.7274,"Tamarac, FL",-80.2542,26.2056
931,"Chico, CA",-121.8152,39.7575,"Normal, IL",-88.9881,40.5218,"Hagerstown, MD",-77.7217,39.6401
932,"Bellflower, CA",-118.1271,33.888,"Framingham, MA",-71.4368,42.3085,"Oakland, CA",-122.2165,37.7903
933,"Cedar Rapids, IA",-91.6782,41.9665,"Westland, MI",-83.3805,42.3192,"Richardson, TX",-96.7093,32.9717
934,"Sheboygan, WI",-87.7316,43.7403,"Kendale Lakes, FL",-80.4078,25.7081,"Eugene, OR",-123.1173,44.0563
935,"Killeen, TX",-97.7296,31.0754,"Surprise, AZ",-112.4524,33.68,"Waldorf, MD",-76.9195,38.6085
936,"Virginia Beach, VA",-76.0435,36.7335,"Spring, TX",-95.383,30.0613,"Coconut Creek, FL",-80.1842,26.2803
937,"Evansville, IN",-87.5341,37.9881,"Florence, SC",-79.7877,34.1781,"Westminster, CO",-105.0624,39.8837
938,"St. Petersburg, FL",-82.6652,27.7931,"Delray Beach, FL",-80.0905,26.455,"Orem, UT",-111.6992,40.2983
939,"Florence-Graham, CA",-118.2447,33.9682,"Lancaster, CA",-118.1753,34.6935,"Aurora, CO",-104.7273,39.7087
940,"Dublin, CA",-121.8963,37.7161,"Dubuque, IA",-90.7067,42.5008,"Durham, NC",-78.9031,35.9794
941,"Kannapolis, NC",-80.6403,35.4764,"Wausau, WI",-89.6459,44.962,"Cartersville, GA",-84.8007,34.1639
942,"West Valley City, UT",-112.0115,40.6889,"Kent, WA",-122.2129,47.3887,"Fountain Valley, CA",-117.9514,33.7105
943,"Temple, TX",-97.3894,31.1076,"Grand Island, NE",-98.3584,40.9214,"Glendale, AZ",-112.2311,33.5791
944,"Columbus, GA",-84.8771,32.51,"Beloit, WI",-89.0184,42.523,"Springfield, MA",-72.5395,42.1155
945,"Corona, CA",-117.5649,33.8616,"Elizabeth, NJ",-74.1912,40.6657,"Hickory, NC",-81.323,35.7425
946,"Concord, CA",-122.0016,37.9722,"Jacksonville, NC",-77.3941,34.7288,"Albuquerque, NM",-106.6464,35.1053
947,"Florence, AL",-87.6654,34.8303,"Southaven, MS",-89.9787,34.9514,"Alhambra, CA",-118.1355,34.084
948,"Chula Vista, CA",-117.0145,32.6281,"Knoxville, TN",-83.9496,35.9692,"Detroit, MI",-83.1024,42.3834
949,"Caldwell, ID",-116.6591,43.6453,"Honolulu, HI",-157.846,21.3294,"Silver Spring, MD",-77.0207,39.0028
950,"Levittown, NY",-73.5125,40.7241,"Glendora, CA",-117.8468,34.1449,"Albany, NY",-73.7987,42.6664
951,"East Stroudsburg, PA",-75.1779,41.0023,"West Haven, CT",-72.9672,41.2739,"Williamsburg, VA",-76.7076,37.2692
952,"Burlington, VT",-73.2314,44.4877,"Midland, TX",-102.1137,32.0249,"Santee, CA",-116.9851,32.8554
953,"Sherman, TX",-96.6218,33.6274,"Concord, NC",-80.6366,35.3933,"Apex, NC",-78.8728,35.7239
954,"Pueblo, CO",-104.6112,38.2705,"Boca Raton, FL",-80.108,26.3752,"Sarasota, FL",-82.5431,27.3386
955,"Wilmington, DE",-75.5413,39.7415,"Cheyenne, WY",-104.79,41.1351,"Brentwood, CA",-121.7191,37.9355
956,"Livermore, CA",-121.7608,37.6862,"O'Fallon, MO",-90.7175,38.785,"Rowlett, TX",-96.5488,32.9157
957,"Chicopee, MA",-72.5719,42.1764,"Mandeville, LA",-90.0904,30.3751,"Torrance, CA",-118.3417,33.8346
958,"Baldwin Park, CA",-117.9721,34.0829,"Visalia, CA",-119.3269,36.3276,"Muskegon, MI",-86.2563,43.2281
959,"Beloit, WI",-89.0184,42.523,"Brandon, FL",-82.3,27.9367,"Parma, OH",-81.7286,41.3843
960,"Wheaton, IL",-88.1083,41.8561,"Shreveport, LA",-93.7956,32.4656,"Warwick, RI",-71.4334,41.7062
961,"Apple Valley, CA",-117.2104,34.5328,"Aliso Viejo, CA",-117.7289,33.5792,"DeKalb, IL",-88.7482,41.9313
962,"Blaine, MN",-93.2077,45.1696,"White Plains, NY",-73.7549,41.022,"Placentia, CA",-117.8553,33.8807
963,"Rochester, MN",-92.4778,44.0151,"Parma, OH",-81.7286,41.3843,"Cartersville, GA",-84.8007,34.1639
964,"Richmond, VA",-77.4756,37.5295,"Rialto, CA",-117.3894,34.1174,"Peoria, IL",-89.6153,40.752
965,"Savannah, GA",-81.1784,32.0281,"Jupiter, FL",-80.1128,26.9199,"Pleasanton, CA",-121.8805,37.6663
966,"Greenville, NC",-77.3768,35.5956,"Burlington, VT",-73.2314,44.4877,"Elizabeth, NJ",-74.1912,40.6657
967,"Carmichael, CA",-121.323,38.6337,"Redondo Beach, CA",-118.3766,33.8574,"Mission, TX",-98.3251,26.2041
968,"Delano, CA",-119.2637,35.767,"Youngstown, OH",-80.6463,41.0993,"Spokane Valley, WA",-117.2346,47.6626
969,"Titusville, FL",-80.8193,28.5727,"Carmel, IN",-86.146,39.965,"South Bend, IN",-86.2696,41.6767
970,"Jurupa Valley, CA",-117.4705,34.001,"Lake Jackson, TX",-95.4522,29.0516,"Ontario, CA",-117.6064,34.0393
971,"Albany, GA",-84.1762,31.5776,"Cleveland, OH",-81.6804,41.4767,"Los Lunas, NM",-106.7803,34.8115
972,"Pocatello, ID",-112.4646,42.8724,"Fredericksburg, VA",-77.4872,38.2992,"Bellingham, WA",-122.4687,48.7543
973,"Napa, CA",-122.3011,38.2976,"Warwick, RI",-71.4334,41.7062,"Indio, CA",-116.2346,33.7346
974,"Fargo, ND",-96.8292,46.8652,"Brunswick, GA",-81.474,31.145,"Chicopee, MA",-72.5719,42.1764
975,"Milpitas, CA",-121.8921,37.4339,"West Haven, CT",-72.9672,41.2739,"Sandy Springs, GA",-84.3703,33.9366
976,"Port Arthur, TX",-93.9264,29.8554,"West Covina, CA",-117.9112,34.0555,"Kannapolis, NC",-80.6403,35.4764
977,"Binghamton, NY",-75.9093,42.1014,"Waukegan, IL",-87.8716,42.3697,"Wellington, FL",-80.2699,26.6461
978,"Minnetonka, MN",-93.4598,44.9322,"Des Moines, IA",-93.6105,41.5725,"Charlotte, NC",-80.8304,35.208
979,"Lansing, MI",-84.5601,42.7142,"Ontario, CA",-117.6064,34.0393,"Greeley, CO",-104.7706,40.4151
980,"Pine Hills, FL",-81.4693,28.5818,"Arcadia, CA",-118.0373,34.1342,"Plainfield, NJ",-74.4157,40.6154
981,"Weston, FL",-80.4054,26.1006,"Collierville, TN",-89.6988,35.0471,"Peoria, AZ",-112.2989,33.7844
982,"Diamond Bar, CA",-117.8161,33.9991,"Davis, CA",-121.7365,38.5552,"Texas City, TX",-94.9658,29.4128
983,"Cupertino, CA",-122.0465,37.3168,"Helena, MT",-112.0202,46.5965,"North Miami, FL",-80.1686,25.9007
984,"St. Clair Shores, MI",-82.8957,42.4921,"Lauderhill, FL",-80.2242,26.1605,"Burnsville, MN",-93.2795,44.7648
985,"Catalina Foothills, AZ",-110.8835,32.3041,"Kendale Lakes, FL",-80.4078,25.7081,"Glens Falls, NY",-73.6459,43.3109
986,"Aurora, CO",-104.7273,39.7087,"Atlanta, GA",-84.4224,33.7627,"Coon Rapids, MN",-93.3095,45.1755
987,"Pittsburgh, PA",-79.9762,40.4396,"Waldorf, MD",-76.9195,38.6085,"Collierville, TN",-89.6988,35.0471
988,"Stonecrest, GA",-84.1372,33.6842,"Vista, CA",-117.2386,33.1896,"South Hill, WA",-122.2848,47.1203
989,"Arlington, VA",-77.1011,38.8786,"Kenosha, WI",-87.8765,42.5864,"Carson City, NV",-119.7474,39.1512
990,"Levittown, NY",-73.5125,40.7241,"Las Cruces, NM",-106.7892,32.3265,"South San Francisco, CA",-122.4197,37.6536
991,"Bellingham, WA",-122.4687,48.7543,"Mount Vernon, WA",-122.3115,48.4202,"Carmichael, CA",-121.323,38.6337
992,"Redding, CA",-122.365,40.5698,"Wyoming, MI",-85.7066,42.8909,"DeKalb, IL",-88.7482,41.9313
993,"Alexandria, VA",-77.0861,38.8185,"San Tan Valley, AZ",-111.5472,33.1879,"Redmond, WA",-122.1169,47.6762
994,"Spring, TX",-95.383,30.0613,"Walla Walla, WA",-118.3366,46.067,"South Lyon, MI",-83.6526,42.4614
995,"Orland Park, IL",-87.8619,41.6074,"Murrieta, CA",-117.1909,33.572,"The Villages, FL",-81.9888,28.9021
996,"Plainfield, NJ",-74.4157,40.6154,"High Point, NC",-79.9938,35.9907,"Pflugerville, TX",-97.6022,30.452
997,"Monterey Park, CA",-118.1326,34.0497,"Mishawaka, IN",-86.1669,41.6736,"Dayton, OH",-84.1998,39.7797
998,"Waldorf, MD",-76.9195,38.6085,"Buena Park, CA",-118.0046,33.8572,"Meridian, ID",-116.3968,43.6112
999,"Stonecrest, GA",-84.1372,33.6842,"Pharr, TX",-98.1904,26.1685,"St. Paul, MN",-93.104,44.9477
